tissue,subTissues
817,Liver,Liver_hepatocyte
818,Liver,Liver_hepatocyte
819,Liver,Liver_hepatocyte
820,Liver,Liver_hepatocyte
821,Liver,Liver_hepatocyte
822,Liver,Liver_hepatocyte
823,Liver,Liver_hepatocyte
824,Liver,Liver_hepatocyte
825,Liver,Liver_hepatocyte
826,Liver,Liver_hepatocyte
827,Liver,Liver_hepatocyte
828,Liver,Liver_hepatocyte
829,Liver,Liver_hepatocyte
830,Liver,Liver_hepatocyte
831,Liver,Liver_hepatocyte
832,Liver,Liver_hepatocyte
833,Liver,Liver_hepatocyte
834,Liver,Liver_hepatocyte
835,Liver,Liver_hepatocyte
836,Liver,Liver_hepatocyte
837,Liver,Liver_hepatocyte
838,Liver,Liver_hepatocyte
839,Liver,Liver_hepatocyte
840,Liver,Liver_hepatocyte
841,Liver,Liver_hepatocyte
842,Liver,Liver_hepatocyte
843,Liver,Liver_hepatocyte
844,Liver,Liver_hepatocyte
845,Liver,Liver_hepatocyte
846,Liver,Liver_hepatocyte
847,Liver,Liver_hepatocyte
848,Liver,Liver_hepatocyte
849,Liver,Liver_hepatocyte
850,Liver,Liver_hepatocyte
851,Liver,Liver_hepatocyte
852,Liver,Liver_hepatocyte
853,Liver,Liver_hepatocyte
854,Liver,Liver_hepatocyte
855,Liver,Liver_hepatocyte
856,Liver,Liver_hepatocyte
857,Liver,Liver_hepatocyte
858,Liver,Liver_hepatocyte
859,Liver,Liver_hepatocyte
860,Liver,Liver_hepatocyte
861,Liver,Liver_hepatocyte
862,Liver,Liver_hepatocyte
863,Liver,Liver_hepatocyte
864,Liver,Liver_hepatocyte
865,Liver,Liver_hepatocyte
866,Liver,Liver_hepatocyte
867,Liver,Liver_hepatocyte
868,Liver,Liver_hepatocyte
869,Liver,Liver_hepatocyte
870,Liver,Liver_hepatocyte
871,Liver,Liver_hepatocyte
872,Liver,Liver_hepatocyte
873,Liver,Liver_hepatocyte
874,Liver,Liver_hepatocyte
875,Liver,Liver_hepatocyte
876,Liver,Liver_hepatocyte
877,Liver,Liver_hepatocyte
878,Liver,Liver_hepatocyte
879,Liver,Liver_hepatocyte
880,Liver,Liver_hepatocyte
881,Liver,Liver_hepatocyte
882,Liver,Liver_hepatocyte
883,Liver,Liver_hepatocyte
884,Liver,Liver_hepatocyte
885,Liver,Liver_hepatocyte
886,Liver,Liver_hepatocyte
887,Liver,Liver_hepatocyte
888,Liver,Liver_hepatocyte
889,Liver,Liver_hepatocyte
890,Liver,Liver_hepatocyte
891,Liver,Liver_hepatocyte
892,Liver,Liver_hepatocyte
893,Liver,Liver_hepatocyte
894,Liver,Liver_hepatocyte
895,Liver,Liver_hepatocyte
896,Liver,Liver_hepatocyte
897,Liver,Liver_hepatocyte
898,Liver,Liver_hepatocyte
899,Liver,Liver_hepatocyte
900,Liver,Liver_hepatocyte
901,Liver,Liver_hepatocyte
902,Liver,Liver_hepatocyte
903,Liver,Liver_hepatocyte
904,Liver,Liver_hepatocyte
905,Liver,Liver_hepatocyte
906,Liver,Liver_hepatocyte
907,Liver,Liver_hepatocyte
908,Liver,Liver_hepatocyte
909,Liver,Liver_hepatocyte
910,Liver,Liver_hepatocyte
911,Liver,Liver_hepatocyte
912,Liver,Liver_hepatocyte
913,Liver,Liver_hepatocyte
914,Liver,Liver_hepatocyte
915,Liver,Liver_hepatocyte
916,Liver,Liver_hepatocyte
917,Liver,Liver_hepatocyte
918,Liver,Liver_hepatocyte
919,Liver,Liver_hepatocyte
920,Liver,Liver_hepatocyte
921,Liver,Liver_hepatocyte
922,Liver,Liver_hepatocyte
923,Liver,Liver_hepatocyte
924,Liver,Liver_hepatocyte
925,Liver,Liver_hepatocyte
926,Liver,Liver_hepatocyte
927,Liver,Liver_hepatocyte
928,Liver,Liver_hepatocyte
929,Liver,Liver_hepatocyte
930,Liver,Liver_hepatocyte
931,Liver,Liver_hepatocyte
932,Liver,Liver_hepatocyte
933,Liver,Liver_hepatocyte
934,Liver,Liver_hepatocyte
935,Liver,Liver_hepatocyte
936,Liver,Liver_hepatocyte
937,Liver,Liver_hepatocyte
938,Liver,Liver_hepatocyte
939,Liver,Liver_hepatocyte
940,Liver,Liver_hepatocyte
941,Liver,Liver_hepatocyte
942,Liver,Liver_hepatocyte
943,Liver,Liver_hepatocyte
944,Liver,Liver_hepatocyte
945,Liver,Liver_hepatocyte
946,Liver,Liver_hepatocyte
947,Liver,Liver_hepatocyte
948,Liver,Liver_hepatocyte
949,Liver,Liver_hepatocyte
950,Liver,Liver_hepatocyte
951,Liver,Liver_hepatocyte
952,Liver,Liver_hepatocyte
953,Liver,Liver_hepatocyte
954,Liver,Liver_hepatocyte
955,Liver,Liver_hepatocyte
956,Liver,Liver_hepatocyte
957,Liver,Liver_hepatocyte
958,Liver,Liver_hepatocyte
959,Liver,Liver_hepatocyte
960,Liver,Liver_hepatocyte
961,Liver,Liver_hepatocyte
962,Liver,Liver_hepatocyte
963,Liver,Liver_hepatocyte
964,Liver,Liver_hepatocyte
965,Liver,Liver_hepatocyte
966,Liver,Liver_hepatocyte
967,Liver,Liver_hepatocyte
968,Liver,Liver_hepatocyte
969,Liver,Liver_hepatocyte
970,Liver,Liver_hepatocyte
971,Liver,Liver_hepatocyte
972,Liver,Liver_hepatocyte
973,Liver,Liver_hepatocyte
974,Liver,Liver_hepatocyte
975,Liver,Liver_hepatocyte
976,Liver,Liver_hepatocyte
977,Liver,Liver_hepatocyte
978,Liver,Liver_hepatocyte
979,Liver,Liver_hepatocyte
980,Liver,Liver_hepatocyte
981,Liver,Liver_hepatocyte
982,Liver,Liver_hepatocyte
983,Liver,Liver_hepatocyte
984,Liver,Liver_hepatocyte
985,Liver,Liver_hepatocyte
986,Liver,Liver_hepatocyte
987,Liver,Liver_hepatocyte
988,Liver,Liver_hepatocyte
989,Liver,Liver_hepatocyte
990,Liver,Liver_hepatocyte
991,Liver,Liver_hepatocyte
992,Liver,Liver_hepatocyte
993,Liver,Liver_hepatocyte
994,Liver,Liver_hepatocyte
995,Liver,Liver_hepatocyte
996,Liver,Liver_hepatocyte
997,Liver,Liver_hepatocyte
998,Liver,Liver_hepatocyte
999,Liver,Liver_hepatocyte
1000,Liver,Liver_hepatocyte
1001,Liver,Liver_hepatocyte
1002,Liver,Liver_hepatocyte
1003,Liver,Liver_hepatocyte
1004,Liver,Liver_hepatocyte
1005,Liver,Liver_hepatocyte
1006,Liver,Liver_hepatocyte
1007,Liver,Liver_hepatocyte
1008,Liver,Liver_hepatocyte
1009,Liver,Liver_hepatocyte
1010,Liver,Liver_hepatocyte
1011,Liver,Liver_hepatocyte
1012,Lung,Lung_Bcell
1013,Lung,Lung_Bcell
1014,Lung,Lung_Bcell
1015,Lung,Lung_Bcell
1016,Lung,Lung_Bcell
1017,Lung,Lung_Bcell
1018,Lung,Lung_Bcell
1019,Lung,Lung_Bcell
1020,Lung,Lung_Bcell
1021,Lung,Lung_Bcell
1022,Lung,Lung_Bcell
1023,Lung,Lung_Bcell
1024,Lung,Lung_Bcell
1025,Lung,Lung_Bcell
1026,Lung,Lung_Bcell
1027,Lung,Lung_Bcell
1028,Lung,Lung_Bcell
1029,Lung,Lung_Bcell
1030,Lung,Lung_Bcell
1031,Lung,Lung_Bcell
1032,Lung,Lung_Bcell
1033,Lung,Lung_Bcell
1034,Lung,Lung_Bcell
1035,Lung,Lung_Bcell
1036,Lung,Lung_Bcell
1037,Lung,Lung_Bcell
1038,Lung,Lung_ciliatedcell
1039,Lung,Lung_ciliatedcell
1040,Lung,Lung_ciliatedcell
1041,Lung,Lung_ciliatedcell
1042,Lung,Lung_ciliatedcell
1043,Lung,Lung_dendriticcell
1044,Lung,Lung_dendriticcell
1045,Lung,Lung_dendriticcell
1046,Lung,Lung_dendriticcell
1047,Lung,Lung_dendriticcell
1048,Lung,Lung_dendriticcell
1049,Lung,Lung_dendriticcell
1050,Lung,Lung_dendriticcell
1051,Lung,Lung_dendriticcell
1052,Lung,Lung_dendriticcell
1053,Lung,Lung_dendriticcell
1054,Lung,Lung_dendriticcell
1055,Lung,Lung_dendriticcell
1056,Lung,Lung_dendriticcell
1057,Lung,Lung_dendriticcell
1058,Lung,Lung_dendriticcell
1059,Lung,Lung_dendriticcell
1060,Lung,Lung_dendriticcell
1061,Lung,Lung_dendriticcell
1062,Lung,Lung_dendriticcell
1063,Lung,Lung_dendriticcell
1064,Lung,Lung_dendriticcell
1065,Lung,Lung_dendriticcell
1066,Lung,Lung_dendriticcell
1067,Lung,Lung_dendriticcell
1068,Lung,Lung_dendriticcell
1069,Lung,Lung_dendriticcell
1070,Lung,Lung_dendriticcell
1071,Lung,Lung_dendriticcell
1072,Lung,Lung_dendriticcell
1073,Lung,Lung_dendriticcell
1074,Lung,Lung_dendriticcell
1075,Lung,Lung_dendriticcell
1076,Lung,Lung_dendriticcell
1077,Lung,Lung_dendriticcell
1078,Lung,Lung_dendriticcell
1079,Lung,Lung_dendriticcell
1080,Lung,Lung_dendriticcell
1081,Lung,Lung_dendriticcell
1082,Lung,Lung_dendriticcell
1083,Lung,Lung_dendriticcell
1084,Lung,Lung_dendriticcell
1085,Lung,Lung_dendriticcell
1086,Lung,Lung_dendriticcell
1087,Lung,Lung_dendriticcell
1088,Lung,Lung_dendriticcell
1089,Lung,Lung_dendriticcell
1090,Lung,Lung_dendriticcell
1091,Lung,Lung_dendriticcell
1092,Lung,Lung_dendriticcell
1093,Lung,Lung_dendriticcell
1094,Lung,Lung_dendriticcell
1095,Lung,Lung_endothelialcell
1096,Lung,Lung_endothelialcell
1097,Lung,Lung_endothelialcell
1098,Lung,Lung_endothelialcell
1099,Lung,Lung_endothelialcell
1100,Lung,Lung_endothelialcell
1101,Lung,Lung_endothelialcell
1102,Lung,Lung_endothelialcell
1103,Lung,Lung_endothelialcell
1104,Lung,Lung_endothelialcell
1105,Lung,Lung_endothelialcell
1106,Lung,Lung_endothelialcell
1107,Lung,Lung_endothelialcell
1108,Lung,Lung_endothelialcell
1109,Lung,Lung_endothelialcell
1110,Lung,Lung_endothelialcell
1111,Lung,Lung_endothelialcell
1112,Lung,Lung_endothelialcell
1113,Lung,Lung_endothelialcell
1114,Lung,Lung_endothelialcell
1115,Lung,Lung_endothelialcell
1116,Lung,Lung_endothelialcell
1117,Lung,Lung_endothelialcell
1118,Lung,Lung_endothelialcell
1119,Lung,Lung_endothelialcell
1120,Lung,Lung_endothelialcell
1121,Lung,Lung_endothelialcell
1122,Lung,Lung_endothelialcell
1123,Lung,Lung_endothelialcell
1124,Lung,Lung_endothelialcell
1125,Lung,Lung_endothelialcell
1126,Lung,Lung_endothelialcell
1127,Lung,Lung_endothelialcell
1128,Lung,Lung_endothelialcell
1129,Lung,Lung_endothelialcell
1130,Lung,Lung_endothelialcell
1131,Lung,Lung_endothelialcell
1132,Lung,Lung_endothelialcell
1133,Lung,Lung_endothelialcell
1134,Lung,Lung_endothelialcell
1135,Lung,Lung_endothelialcell
1136,Lung,Lung_endothelialcell
1137,Lung,Lung_endothelialcell
1138,Lung,Lung_endothelialcell
1139,Lung,Lung_endothelialcell
1140,Lung,Lung_endothelialcell
1141,Lung,Lung_endothelialcell
1142,Lung,Lung_endothelialcell
1143,Lung,Lung_endothelialcell
1144,Lung,Lung_endothelialcell
1145,Lung,Lung_endothelialcell
1146,Lung,Lung_endothelialcell
1147,Lung,Lung_endothelialcell
1148,Lung,Lung_endothelialcell
1149,Lung,Lung_endothelialcell
1150,Lung,Lung_endothelialcell
1151,Lung,Lung_endothelialcell
1152,Lung,Lung_endothelialcell
1153,Lung,Lung_endothelialcell
1154,Lung,Lung_endothelialcell
1155,Lung,Lung_endothelialcell
1156,Lung,Lung_endothelialcell
1157,Lung,Lung_endothelialcell
1158,Lung,Lung_endothelialcell
1159,Lung,Lung_endothelialcell
1160,Lung,Lung_endothelialcell
1161,Lung,Lung_endothelialcell
1162,Lung,Lung_endothelialcell
1163,Lung,Lung_endothelialcell
1164,Lung,Lung_endothelialcell
1165,Lung,Lung_endothelialcell
1166,Lung,Lung_endothelialcell
1167,Lung,Lung_endothelialcell
1168,Lung,Lung_endothelialcell
1169,Lung,Lung_endothelialcell
1170,Lung,Lung_endothelialcell
1171,Lung,Lung_endothelialcell
1172,Lung,Lung_endothelialcell
1173,Lung,Lung_endothelialcell
1174,Lung,Lung_endothelialcell
1175,Lung,Lung_endothelialcell
1176,Lung,Lung_endothelialcell
1177,Lung,Lung_endothelialcell
1178,Lung,Lung_endothelialcell
1179,Lung,Lung_endothelialcell
1180,Lung,Lung_endothelialcell
1181,Lung,Lung_endothelialcell
1182,Lung,Lung_endothelialcell
1183,Lung,Lung_endothelialcell
1184,Lung,Lung_endothelialcell
1185,Lung,Lung_endothelialcell
1186,Lung,Lung_endothelialcell
1187,Lung,Lung_endothelialcell
1188,Lung,Lung_endothelialcell
1189,Lung,Lung_endothelialcell
1190,Lung,Lung_endothelialcell
1191,Lung,Lung_endothelialcell
1192,Lung,Lung_endothelialcell
1193,Lung,Lung_endothelialcell
1194,Lung,Lung_endothelialcell
1195,Lung,Lung_endothelialcell
1196,Lung,Lung_endothelialcell
1197,Lung,Lung_endothelialcell
1198,Lung,Lung_endothelialcell
1199,Lung,Lung_endothelialcell
1200,Lung,Lung_endothelialcell
1201,Lung,Lung_endothelialcell
1202,Lung,Lung_endothelialcell
1203,Lung,Lung_endothelialcell
1204,Lung,Lung_endothelialcell
1205,Lung,Lung_endothelialcell
1206,Lung,Lung_endothelialcell
1207,Lung,Lung_endothelialcell
1208,Lung,Lung_endothelialcell
1209,Lung,Lung_endothelialcell
1210,Lung,Lung_endothelialcell
1211,Lung,Lung_endothelialcell
1212,Lung,Lung_endothelialcell
1213,Lung,Lung_endothelialcell
1214,Lung,Lung_endothelialcell
1215,Lung,Lung_endothelialcell
1216,Lung,Lung_endothelialcell
1217,Lung,Lung_endothelialcell
1218,Lung,Lung_endothelialcell
1219,Lung,Lung_endothelialcell
1220,Lung,Lung_endothelialcell
1221,Lung,Lung_endothelialcell
1222,Lung,Lung_endothelialcell
1223,Lung,Lung_endothelialcell
1224,Lung,Lung_endothelialcell
1225,Lung,Lung_endothelialcell
1226,Lung,Lung_leukocyte
1227,Lung,Lung_leukocyte
1228,Lung,Lung_leukocyte
1229,Lung,Lung_leukocyte
1230,Lung,Lung_leukocyte
1231,Lung,Lung_leukocyte
1232,Lung,Lung_leukocyte
1233,Lung,Lung_leukocyte
1234,Lung,Lung_leukocyte
1235,Lung,Lung_leukocyte
1236,Lung,Lung_leukocyte
1237,Lung,Lung_leukocyte
1238,Lung,Lung_leukocyte
1239,Lung,Lung_leukocyte
1240,Lung,Lung_leukocyte
1241,Lung,Lung_leukocyte
1242,Lung,Lung_leukocyte
1243,Lung,Lung_leukocyte
1244,Lung,Lung_leukocyte
1245,Lung,Lung_leukocyte
1246,Lung,Lung_leukocyte
1247,Lung,Lung_leukocyte
1248,Lung,Lung_leukocyte
1249,Lung,Lung_leukocyte
1250,Lung,Lung_leukocyte
1251,Lung,Lung_leukocyte
1252,Lung,Lung_leukocyte
1253,Lung,Lung_leukocyte
1254,Lung,Lung_leukocyte
1255,Lung,Lung_macrophage
1256,Lung,Lung_macrophage
1257,Lung,Lung_macrophage
1258,Lung,Lung_macrophage
1259,Lung,Lung_macrophage
1260,Lung,Lung_macrophage
1261,Lung,Lung_macrophage
1262,Lung,Lung_macrophage
1263,Lung,Lung_macrophage
1264,Lung,Lung_macrophage
1265,Lung,Lung_macrophage
1266,Lung,Lung_macrophage
1267,Lung,Lung_macrophage
1268,Lung,Lung_macrophage
1269,Lung,Lung_macrophage
1270,Lung,Lung_macrophage
1271,Lung,Lung_macrophage
1272,Lung,Lung_macrophage
1273,Lung,Lung_macrophage
1274,Lung,Lung_macrophage
1275,Lung,Lung_macrophage
1276,Lung,Lung_macrophage
1277,Lung,Lung_macrophage
1278,Lung,Lung_macrophage
1279,Lung,Lung_macrophage
1280,Lung,Lung_macrophage
1281,Lung,Lung_macrophage
1282,Lung,Lung_macrophage
1283,Lung,Lung_macrophage
1284,Lung,Lung_macrophage
1285,Lung,Lung_macrophage
1286,Lung,Lung_macrophage
1287,Lung,Lung_macrophage
1288,Lung,Lung_macrophage
1289,Lung,Lung_macrophage
1290,Lung,Lung_macrophage
1291,Lung,Lung_macrophage
1292,Lung,Lung_macrophage
1293,Lung,Lung_macrophage
1294,Lung,Lung_macrophage
1295,Lung,Lung_macrophage
1296,Lung,Lung_macrophage
1297,Lung,Lung_macrophage
1298,Lung,Lung_macrophage
1299,Lung,Lung_macrophage
1300,Lung,Lung_macrophage
1301,Lung,Lung_macrophage
1302,Lung,Lung_macrophage
1303,Lung,Lung_macrophage
1304,Lung,Lung_macrophage
1305,Lung,Lung_macrophage
1306,Lung,Lung_macrophage
1307,Lung,Lung_macrophage
1308,Lung,Lung_macrophage
1309,Lung,Lung_macrophage
1310,Lung,Lung_macrophage
1311,Lung,Lung_macrophage
1312,Lung,Lung_macrophage
1313,Lung,Lung_macrophage
1314,Lung,Lung_macrophage
1315,Lung,Lung_macrophage
1316,Lung,Lung_macrophage
1317,Lung,Lung_macrophage
1318,Lung,Lung_macrophage
1319,Lung,Lung_macrophage
1320,Lung,Lung_macrophage
1321,Lung,Lung_macrophage
1322,Lung,Lung_macrophage
1323,Lung,Lung_macrophage
1324,Lung,Lung_macrophage
1325,Lung,Lung_macrophage
1326,Lung,Lung_macrophage
1327,Lung,Lung_macrophage
1328,Lung,Lung_macrophage
1329,Lung,Lung_macrophage
1330,Lung,Lung_macrophage
1331,Lung,Lung_macrophage
1332,Lung,Lung_macrophage
1333,Lung,Lung_macrophage
1334,Lung,Lung_macrophage
1335,Lung,Lung_macrophage
1336,Lung,Lung_macrophage
1337,Lung,Lung_macrophage
1338,Lung,Lung_macrophage
1339,Lung,Lung_macrophage
1340,Lung,Lung_macrophage
1341,Lung,Lung_macrophage
1342,Lung,Lung_macrophage
1343,Lung,Lung_macrophage
1344,Lung,Lung_macrophage
1345,Lung,Lung_macrophage
1346,Lung,Lung_macrophage
1347,Lung,Lung_macrophage
1348,Lung,Lung_macrophage
1349,Lung,Lung_macrophage
1350,Lung,Lung_macrophage
1351,Lung,Lung_macrophage
1352,Lung,Lung_macrophage
1353,Lung,Lung_macrophage
1354,Lung,Lung_macrophage
1355,Lung,Lung_macrophage
1356,Lung,Lung_macrophage
1357,Lung,Lung_macrophage
1358,Lung,Lung_macrophage
1359,Lung,Lung_macrophage
1360,Lung,Lung_macrophage
1361,Lung,Lung_macrophage
1362,Lung,Lung_macrophage
1363,Lung,Lung_macrophage
1364,Lung,Lung_macrophage
1365,Lung,Lung_macrophage
1366,Lung,Lung_macrophage
1367,Lung,Lung_macrophage
1368,Lung,Lung_macrophage
1369,Lung,Lung_macrophage
1370,Lung,Lung_macrophage
1371,Lung,Lung_macrophage
1372,Lung,Lung_macrophage
1373,Lung,Lung_macrophage
1374,Lung,Lung_macrophage
1375,Lung,Lung_macrophage
1376,Lung,Lung_macrophage
1377,Lung,Lung_macrophage
1378,Lung,Lung_macrophage
1379,Lung,Lung_macrophage
1380,Lung,Lung_macrophage
1381,Lung,Lung_macrophage
1382,Lung,Lung_macrophage
1383,Lung,Lung_mastcell
1384,Lung,Lung_mastcell
1385,Lung,Lung_mesothelialcell
1386,Lung,Lung_mesothelialcell
1387,Lung,Lung_monocyte
1388,Lung,Lung_monocyte
1389,Lung,Lung_monocyte
1390,Lung,Lung_monocyte
1391,Lung,Lung_monocyte
1392,Lung,Lung_monocyte
1393,Lung,Lung_monocyte
1394,Lung,Lung_monocyte
1395,Lung,Lung_monocyte
1396,Lung,Lung_monocyte
1397,Lung,Lung_monocyte
1398,Lung,Lung_monocyte
1399,Lung,Lung_monocyte
1400,Lung,Lung_monocyte
1401,Lung,Lung_monocyte
1402,Lung,Lung_monocyte
1403,Lung,Lung_monocyte
1404,Lung,Lung_monocyte
1405,Lung,Lung_monocyte
1406,Lung,Lung_monocyte
1407,Lung,Lung_monocyte
1408,Lung,Lung_monocyte
1409,Lung,Lung_monocyte
1410,Lung,Lung_monocyte
1411,Lung,Lung_monocyte
1412,Lung,Lung_monocyte
1413,Lung,Lung_monocyte
1414,Lung,Lung_monocyte
1415,Lung,Lung_monocyte
1416,Lung,Lung_monocyte
1417,Lung,Lung_monocyte
1418,Lung,Lung_monocyte
1419,Lung,Lung_monocyte
1420,Lung,Lung_monocyte
1421,Lung,Lung_monocyte
1422,Lung,Lung_monocyte
1423,Lung,Lung_monocyte
1424,Lung,Lung_monocyte
1425,Lung,Lung_monocyte
1426,Lung,Lung_monocyte
1427,Lung,Lung_monocyte
1428,Lung,Lung_monocyte
1429,Lung,Lung_monocyte
1430,Lung,Lung_monocyte
1431,Lung,Lung_monocyte
1432,Lung,Lung_monocyte
1433,Lung,Lung_monocyte
1434,Lung,Lung_monocyte
1435,Lung,Lung_monocyte
1436,Lung,Lung_monocyte
1437,Lung,Lung_monocyte
1438,Lung,Lung_monocyte
1439,Lung,Lung_monocyte
1440,Lung,Lung_monocyte
1441,Lung,Lung_monocyte
1442,Lung,Lung_monocyte
1443,Lung,Lung_naturalkillercell
1444,Lung,Lung_naturalkillercell
1445,Lung,Lung_naturalkillercell
1446,Lung,Lung_naturalkillercell
1447,Lung,Lung_naturalkillercell
1448,Lung,Lung_naturalkillercell
1449,Lung,Lung_naturalkillercell
1450,Lung,Lung_naturalkillercell
1451,Lung,Lung_naturalkillercell
1452,Lung,Lung_naturalkillercell
1453,Lung,Lung_naturalkillercell
1454,Lung,Lung_naturalkillercell
1455,Lung,Lung_naturalkillercell
1456,Lung,Lung_naturalkillercell
1457,Lung,Lung_naturalkillercell
1458,Lung,Lung_naturalkillercell
1459,Lung,Lung_naturalkillercell
1460,Lung,Lung_naturalkillercell
1461,Lung,Lung_naturalkillercell
1462,Lung,Lung_naturalkillercell
1463,Lung,Lung_naturalkillercell
1464,Lung,Lung_naturalkillercell
1465,Lung,Lung_naturalkillercell
1466,Lung,Lung_naturalkillercell
1467,Lung,Lung_naturalkillercell
1468,Lung,Lung_naturalkillercell
1469,Lung,Lung_naturalkillercell
1470,Lung,Lung_naturalkillercell
1471,Lung,Lung_naturalkillercell
1472,Lung,Lung_naturalkillercell
1473,Lung,Lung_naturalkillercell
1474,Lung,Lung_naturalkillercell
1475,Lung,Lung_naturalkillercell
1476,Lung,Lung_naturalkillercell
1477,Lung,Lung_naturalkillercell
1478,Lung,Lung_naturalkillercell
1479,Lung,Lung_naturalkillercell
1480,Lung,Lung_naturalkillercell
1481,Lung,Lung_naturalkillercell
1482,Lung,Lung_naturalkillercell
1483,Lung,Lung_stromalcell
1484,Lung,Lung_stromalcell
1485,Lung,Lung_stromalcell
1486,Lung,Lung_stromalcell
1487,Lung,Lung_stromalcell
1488,Lung,Lung_stromalcell
1489,Lung,Lung_stromalcell
1490,Lung,Lung_stromalcell
1491,Lung,Lung_stromalcell
1492,Lung,Lung_stromalcell
1493,Lung,Lung_stromalcell
1494,Lung,Lung_stromalcell
1495,Lung,Lung_stromalcell
1496,Lung,Lung_stromalcell
1497,Lung,Lung_stromalcell
1498,Lung,Lung_stromalcell
1499,Lung,Lung_stromalcell
1500,Lung,Lung_stromalcell
1501,Lung,Lung_stromalcell
1502,Lung,Lung_stromalcell
1503,Lung,Lung_stromalcell
1504,Lung,Lung_stromalcell
1505,Lung,Lung_stromalcell
1506,Lung,Lung_stromalcell
1507,Lung,Lung_stromalcell
1508,Lung,Lung_stromalcell
1509,Lung,Lung_stromalcell
1510,Lung,Lung_stromalcell
1511,Lung,Lung_stromalcell
1512,Lung,Lung_stromalcell
1513,Lung,Lung_stromalcell
1514,Lung,Lung_stromalcell
1515,Lung,Lung_stromalcell
1516,Lung,Lung_stromalcell
1517,Lung,Lung_stromalcell
1518,Lung,Lung_stromalcell
1519,Lung,Lung_stromalcell
1520,Lung,Lung_stromalcell
1521,Lung,Lung_stromalcell
1522,Lung,Lung_stromalcell
1523,Lung,Lung_stromalcell
1524,Lung,Lung_stromalcell
1525,Lung,Lung_stromalcell
1526,Lung,Lung_stromalcell
1527,Lung,Lung_stromalcell
1528,Lung,Lung_stromalcell
1529,Lung,Lung_stromalcell
1530,Lung,Lung_stromalcell
1531,Lung,Lung_stromalcell
1532,Lung,Lung_stromalcell
1533,Lung,Lung_stromalcell
1534,Lung,Lung_stromalcell
1535,Lung,Lung_stromalcell
1536,Lung,Lung_stromalcell
1537,Lung,Lung_stromalcell
1538,Lung,Lung_stromalcell
1539,Lung,Lung_stromalcell
1540,Lung,Lung_stromalcell
1541,Lung,Lung_stromalcell
1542,Lung,Lung_stromalcell
1543,Lung,Lung_stromalcell
1544,Lung,Lung_stromalcell
1545,Lung,Lung_stromalcell
1546,Lung,Lung_stromalcell
1547,Lung,Lung_stromalcell
1548,Lung,Lung_stromalcell
1549,Lung,Lung_stromalcell
1550,Lung,Lung_stromalcell
1551,Lung,Lung_stromalcell
1552,Lung,Lung_stromalcell
1553,Lung,Lung_stromalcell
1554,Lung,Lung_stromalcell
1555,Lung,Lung_stromalcell
1556,Lung,Lung_stromalcell
1557,Lung,Lung_stromalcell
1558,Lung,Lung_stromalcell
1559,Lung,Lung_stromalcell
1560,Lung,Lung_stromalcell
1561,Lung,Lung_stromalcell
1562,Lung,Lung_stromalcell
1563,Lung,Lung_stromalcell
1564,Lung,Lung_stromalcell
1565,Lung,Lung_stromalcell
1566,Lung,Lung_stromalcell
1567,Lung,Lung_stromalcell
1568,Lung,Lung_Tcell
1569,Lung,Lung_Tcell
1570,Lung,Lung_Tcell
1571,Lung,Lung_Tcell
1572,Lung,Lung_Tcell
1573,Lung,Lung_Tcell
1574,Lung,Lung_Tcell
1575,Lung,Lung_Tcell
1576,Lung,Lung_Tcell
1577,Lung,Lung_Tcell
1578,Lung,Lung_Tcell
1579,Lung,Lung_Tcell
1580,Lung,Lung_Tcell
1581,Lung,Lung_Tcell
1582,Lung,Lung_Tcell
1583,Lung,Lung_Tcell
1584,Lung,Lung_Tcell
1585,Lung,Lung_Tcell
1586,Lung,Lung_Tcell
1587,Lung,Lung_Tcell
1588,Lung,Lung_Tcell
1589,Lung,Lung_Tcell
1590,Lung,Lung_Tcell
1591,Lung,Lung_Tcell
1592,Lung,Lung_Tcell
1593,Lung,Lung_Tcell
1594,Lung,Lung_Tcell
1595,Lung,Lung_Tcell
1596,Lung,Lung_Tcell
1597,Lung,Lung_Tcell
1598,Lung,Lung_Tcell
1599,Lung,Lung_Tcell
1600,Lung,Lung_Tcell
1601,Lung,Lung_Tcell
1602,Lung,Lung_Tcell
1603,Lung,Lung_typeIIpneumocyte
1604,Lung,Lung_typeIIpneumocyte
1605,Lung,Lung_typeIIpneumocyte
1606,Lung,Lung_typeIIpneumocyte
1607,Lung,Lung_typeIIpneumocyte
1608,Lung,Lung_typeIIpneumocyte
1609,Lung,Lung_typeIIpneumocyte
1610,Lung,Lung_typeIIpneumocyte
1611,Lung,Lung_typeIIpneumocyte
1612,Lung,Lung_typeIIpneumocyte
1613,Lung,Lung_typeIIpneumocyte
1614,Lung,Lung_typeIIpneumocyte
1615,Lung,Lung_typeIIpneumocyte
